Name,Label,Owner,Ownership,Proof,Shanai,Kodomo,Type,SubType,Add1,Add2,Y,X,url,TEL,FAX,Full,AgeS,AgeE,Open,Close,H24,Memo,Extra,Temp,Holiday,Night,admitte0,admitte1,admitte2,admitte3,admitte4,admitte5,entry0,entry1,entry2,entry3,entry4,entry5,Vacancy,VacancyDate
藤島幼稚園,藤島幼稚園,(学)藤島学園,私立,,,,認可保育所,幼保連携型認定こども園,福井市経田2丁目512,,36.088944,136.217427,,0776-26-0269,,,,,,,,,,,,,,,,,,,,,,,,,,
さみどり保育園,さみどり保育園,(福)さみどり福祉会,私立,,,,認可保育所,幼保連携型認定こども園,敦賀市本町1-7-7,,35.651502,136.073457,,0770-22-1000,,,,,,,,,,,,,,,,,,,,,,,,,,
新和さみどり保育園,新和さみどり保育園,(福)さみどり福祉会,私立,,,,認可保育所,幼保連携型認定こども園,敦賀市新和1丁目6-7,,35.63011,136.056194,,0770-20-0200,,,,,,,,,,,,,,,,,,,,,,,,,,
第二早翠幼稚園,第二早翠幼稚園,学校法人早翠学園,私立,,,,認可保育所,幼保連携型認定こども園,敦賀市市野々6-2-2,,35.632298,136.055255,,0770-21-0002,,,,,,,,,,,,,,,,,,,,,,,,,,
小浜市浜っ子こども園,小浜市浜っ子こども園,小浜市,公立,,,,認可保育所,幼保連携型認定こども園,小浜市川崎1丁目4-3,,35.499762,135.741578,,0770-52-0142,,,,,,,,,,,,,,,,,,,,,,,,,,
誓念寺こども園,誓念寺こども園,(福)まこと福祉会,私立,,,,認可保育所,幼保連携型認定こども園,大野市中荒井町2丁目824,,35.987826,136.493573,,0779-65-6167,,,,,,,,,,,,,,,,,,,,,,,,,,
誓念寺中野こども園,誓念寺中野こども園,(福)まこと福祉会,私立,,,,認可保育所,幼保連携型認定こども園,大野市東中野2丁目603,,35.9951,136.497198,,0779-65-6166,,,,,,,,,,,,,,,,,,,,,,,,,,
いなやまこども園,いなやまこども園,(福)いなやま保育園,私立,,,,認可保育所,幼保連携型認定こども園,大野市篠座94-39,,35.971092,136.497134,,0779-66-0038,,,,,,,,,,,,,,,,,,,,,,,,,,
いなほこども園,いなほこども園,(福)いなやま保育園,私立,,,,認可保育所,幼保連携型認定こども園,大野市春日二丁目16-5,,35.973048,136.495126,,0779-66-1740,,,,,,,,,,,,,,,,,,,,,,,,,,
しろきこども園,しろきこども園,(福)愛慈福祉会,私立,,,,認可保育所,幼保連携型認定こども園,勝山市芳野町2-3-19,,36.06943,136.502314,,0779-88-3213,,,,,,,,,,,,,,,,,,,,,,,,,,
きたこども園,きたこども園,（福）愛慈福祉会,私立,,,,認可保育所,幼保連携型認定こども園,勝山市沢町2丁目3-22,,36.064189,136.501503,,0779-88-1557,,,,,,,,,,,,,,,,,,,,,,,,,,
上野こども園,上野こども園,(福)上野福祉会,私立,,,,認可保育所,幼保連携型認定こども園,勝山市荒土町別所33-58-1,,36.083875,136.47528,,0779-89-2022,,,,,,,,,,,,,,,,,,,,,,,,,,
鯖江市ゆたかこども園,鯖江市ゆたかこども園,鯖江市,公立,,,,認可保育所,幼保連携型認定こども園,鯖江市上野田町2-9,,35.942076,136.151328,,0778-62-1680,,,,,,,,,,,,,,,,,,,,,,,,,,
あおいこども園,あおいこども園,(福)あおい保育園,私立,,,,認可保育所,幼保連携型認定こども園,鯖江市神明町4丁目1-7,,35.977914,136.186786,,0778-52-2231,,,,,,,,,,,,,,,,,,,,,,,,,,
北潟こども園,北潟こども園,(福)アイリス福祉会,私立,,,,認可保育所,幼保連携型認定こども園,あわら市北潟36-17-2,,36.261508,136.223346,,0776-79-1204,,,,,,,,,,,,,,,,,,,,,,,,,,
本荘こども園,本荘こども園,(福)本荘すこやか福祉会,私立,,,,認可保育所,幼保連携型認定こども園,あわら市下番7-1,,36.206855,136.195826,,0776-77-3305,,,,,,,,,,,,,,,,,,,,,,,,,,
金津こども園,金津こども園,あわら市,公立,,,,認可保育所,幼保連携型認定こども園,あわら市春宮3丁目24-20,,36.219432,136.229844,,0776-73-1228,,,,,,,,,,,,,,,,,,,,,,,,,,
金津東こども園,金津東こども園,(福)刈安福祉会,私立,,,,認可保育所,幼保連携型認定こども園,あわら市中川17-18,,36.197716,136.27031,,0776-74-1055,,,,,,,,,,,,,,,,,,,,,,,,,,
善久寺こども園,善久寺こども園,(福)和敬福祉会,私立,,,,認可保育所,幼保連携型認定こども園,あわら市舟津3丁目23-2,,36.224767,136.190548,,0776-77-2373,,,,,,,,,,,,,,,,,,,,,,,,,,
あわら敬愛こども園,あわら敬愛こども園,(福)聖徳園,私立,,,,認可保育所,幼保連携型認定こども園,あわら市田中々3-7-6,,36.221503,136.197153,,0776-78-7885,,,,,,,,,,,,,,,,,,,,,,,,,,
細呂木こども園,細呂木こども園,(福)さくら福祉会,私立,,,,認可保育所,幼保連携型認定こども園,あわら市滝63-25,,36.239992,136.254849,,0776-58-2082,,,,,,,,,,,,,,,,,,,,,,,,,,
伊井こども園,伊井こども園,(福)ポプラ福祉会,私立,,,,認可保育所,幼保連携型認定こども園,あわら市清間21-27-1,,36.196679,136.248979,,0776-73-2252,,,,,,,,,,,,,,,,,,,,,,,,,,
妙安寺こども園,妙安寺こども園,(福)妙安会,私立,,,,認可保育所,幼保連携型認定こども園,あわら市市姫2丁目17-3,,36.213713,136.229658,,0776-73-0439,,,,,,,,,,,,,,,,,,,,,,,,,,
白藤こども園,白藤こども園,(福)白藤福祉会,私立,,,,認可保育所,幼保連携型認定こども園,あわら市市姫1丁目13-17,,36.213355,136.231916,,0776-73-1142,,,,,,,,,,,,,,,,,,,,,,,,,,
芦原こども園,芦原こども園,あわら市,公立,,,,認可保育所,幼保連携型認定こども園,あわら市国影13-13,,36.223948,136.203691,,0776-77-1166,,,,,,,,,,,,,,,,,,,,,,,,,,
いちひめこども園,いちひめこども園,(福)市姫福祉会,私立,,,,認可保育所,幼保連携型認定こども園,あわら市市姫三丁目8-1,,36.210691,136.2267,,0776-73-2250,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園北日野,認定こども園北日野,越前市,公立,,,,認可保育所,幼保連携型認定こども園,越前市矢放町16-4,,35.888809,136.187647,,0778-22-1772,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園北新庄,認定こども園北新庄,越前市,公立,,,,認可保育所,幼保連携型認定こども園,越前市北町38-5-6,,35.913326,136.209186,,0778-22-1974,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園岡本,認定こども園岡本,越前市,公立,,,,認可保育所,幼保連携型認定こども園,越前市岩本町5-26,,35.908416,136.245037,,0778-42-0435,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園南中山,認定こども園南中山,越前市,公立,,,,認可保育所,幼保連携型認定こども園,越前市中津山町41-13-2,,35.929369,136.245857,,0778-42-0325,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園服間,認定こども園服間,越前市,公立,,,,認可保育所,幼保連携型認定こども園,越前市藤木町12-34,,35.935539,136.263946,,0778-42-1029,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園あわたべ,認定こども園あわたべ,(福)町屋福祉会,私立,,,,認可保育所,幼保連携型認定こども園,越前市粟田部町46-2,,35.913265,136.240402,,0778-42-0493,,,,,,,,,,,,,,,,,,,,,,,,,,
安養寺こども園,安養寺こども園,(福)安養寺保育園,私立,,,,認可保育所,幼保連携型認定こども園,越前市安養寺町89-29-1,,35.912023,136.077611,,0778-28-1741,,,,,,,,,,,,,,,,,,,,,,,,,,
浪花認定こども園,浪花認定こども園,(福)浪花保育園,私立,,,,認可保育所,幼保連携型認定こども園,越前市府中3丁目5-12,,35.907248,136.168716,,0778-22-7019,,,,,,,,,,,,,,,,,,,,,,,,,,
わかたけ認定こども園,わかたけ認定こども園,(福)わかたけ共済部,私立,,,,認可保育所,幼保連携型認定こども園,越前市高森町18-7-2,,35.905853,136.146032,,0778-22-6203,,,,,,,,,,,,,,,,,,,,,,,,,,
認定東こども園,認定東こども園,(福)和楽園,私立,,,,認可保育所,幼保連携型認定こども園,越前市堀川町3-14,,35.900441,136.172521,,0778-22-6637,,,,,,,,,,,,,,,,,,,,,,,,,,
神山認定こども園,神山認定こども園,(福)福栄会,私立,,,,認可保育所,幼保連携型認定こども園,越前市広瀬町132-3-1,,35.889694,136.141919,,0778-23-8688,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園里山ほのか学園,認定こども園里山ほのか学園,（福）慶秀会,私立,,,,認可保育所,幼保連携型認定こども園,越前市氷坂町14-2-1,,35.924962,136.15002,,0778-23-0030,,,,,,,,,,,,,,,,,,,,,,,,,,
味真野保育園,味真野保育園,(福)育聖会,私立,,,,認可保育所,幼保連携型認定こども園,越前市上大坪町28-3,,35.885911,136.226787,,0778-27-2203,,,,,,,,,,,,,,,,,,,,,,,,,,
坂井こども園,坂井こども園,坂井市,公立,,,,認可保育所,幼保連携型認定こども園,坂井市坂井町宮領40-25-1,,36.165244,136.241181,,0776-66-5959,,,,,,,,,,,,,,,,,,,,,,,,,,
雄島こども園,雄島こども園,坂井市,公立,,,,認可保育所,幼保連携型認定こども園,坂井市三国町陣ｹ岡16-13-3,,36.238114,136.141193,,0776-82-0094,,,,,,,,,,,,,,,,,,,,,,,,,,
認定こども園　三国ひかり,認定こども園　三国ひかり,（福）鷹巣福祉会,私立,,,,認可保育所,幼保連携型認定こども園,坂井市三国町楽円53-3,,36.203249,136.159693,,0776-81-6565,,,,,,,,,,,,,,,,,,,,,,,,,,
池田町なかよしこども園,池田町なかよしこども園,池田町,公立,,,,認可保育所,幼保連携型認定こども園,今立郡池田町山田20-16-1,,35.889147,136.339834,,0778-44-8181,,,,,,,,,,,,,,,,,,,,,,,,,,
今庄なないろこども園,今庄なないろこども園,(福)今庄福祉会,私立,,,,認可保育所,幼保連携型認定こども園,南条郡南越前町今庄28-10-2,,35.779362,136.198423,,0778-45-0788,,,,,,,,,,,,,,,,,,,,,,,,,,
南条こども園,南条こども園,南越前町,公立,,,,認可保育所,幼保連携型認定こども園,南条郡南越前町東大道23-14-4,,35.836163,136.194087,,0778-47-2227,,,,,,,,,,,,,,,,,,,,,,,,,,
名田庄こども園,名田庄こども園,おおい町,公立,,,,認可保育所,幼保連携型認定こども園,大飯郡おおい町名田庄小倉16-10-4,,35.398981,135.67449,,0770-67-2126,,,,,,,,,,,,,,,,,,,,,,,,,,
本郷こども園,本郷こども園,(福)本郷こども園,私立,,,,認可保育所,幼保連携型認定こども園,大飯郡おおい町本郷110-5,,35.476763,135.621412,,0770-77-0379,,,,,,,,,,,,,,,,,,,,,,,,,,
大島認定こども園,大島認定こども園,(福)友愛会,私立,,,,認可保育所,幼保連携型認定こども園,大飯郡おおい町大島60-26,,35.528032,135.647104,,0770-77-0210,,,,,,,,,,,,,,,,,,,,,,,,,,
きらきらほいくえん,きらきらほいくえん,"NPO法人子育てサポートセンター
きらきらくらぶ",私立,,,,認可保育所,地域型保育事業,敦賀市若葉1丁目1610,,35.634381,136.048303,,0770-22-6447,,,,,,,,,,,,,,,,,,,,,,,,,,
げんきっこほいくえん,げんきっこほいくえん,"NPO法人子育てサポートセンター
きらきらくらぶ",私立,,,,認可保育所,地域型保育事業,敦賀市松島130号松原259番地1(櫛川),,35.656679,136.044933,,0770-22-6696,,,,,,,,,,,,,,,,,,,,,,,,,,
はましんわくわくステーション,はましんわくわくステーション,NPO法人わくわくくらぶ,私立,,,,認可保育所,地域型保育事業,小浜市小浜白鬚112,,35.495595,135.742045,,0770-52-2505,,,,,,,,,,,,,,,,,,,,,,,,,,
宮川保育園,宮川保育園,小浜市,公立,,,,認可保育所,地域型保育事業,小浜市竹長14-13-5,,35.496533,135.818708,,0770-57-1723,,,,,,,,,,,,,,,,,,,,,,,,,,
のぞみ保育園,のぞみ保育園,内田明則,私立,,,,認可保育所,地域型保育事業,鯖江市当田町10-2-2,,35.948192,136.16269,,0778-62-3234,,,,,,,,,,,,,,,,,,,,,,,,,,
内浦保育所,内浦保育所,高浜町,公立,,,,認可保育所,地域型保育事業,大飯郡高浜町山中107-26,,35.51939,135.467861,,0770-76-1130,,,,,,,,,,,,,,,,,,,,,,,,,,
岬保育所,岬保育所,"若狭町
（福）西田福祉会",公立,,,,認可保育所,地域型保育事業,三方上中郡若狭町小川12-1,,35.606106,135.845656,,0770-47-1715,,,,,,,,,,,,,,,,,,,,,,,,,,
"鉄道弘済会福井認定こども園
（若草こども園）","鉄道弘済会福井認定こども園
（若草こども園）",(公財)鉄道弘済会,私立,,,,認可保育所,保育所型認定こども園,福井市城東2丁目10-13,,36.060184,136.236004,,0776-22-6485,,,,,,,,,,,,,,,,,,,,,,,,,,
慈光保育園,慈光保育園,(福)慈光保育園,私立,,,,認可保育所,保育所型認定こども園,鯖江市西袋町64-25,,35.954894,136.276642,,0778-65-2044,,,,,,,,,,,,,,,,,,,,,,,,,,
西部保育園,西部保育園,福井市,公立,,,,認可保育所,保育所,福井市花月2丁目10-10,,36.069254,136.208726,,0776-22-0072,,,,,,,,,,,,,,,,,,,,,,,,,,
北部保育園,北部保育園,福井市,公立,,,,認可保育所,保育所,福井市松本2丁目7-26,,36.072013,136.228412,,0776-20-5411,,,,,,,,,,,,,,,,,,,,,,,,,,
日之出保育園,日之出保育園,福井市,公立,,,,認可保育所,保育所,福井市日之出5丁目14-1,,36.066003,136.234081,,0776-54-0041,,,,,,,,,,,,,,,,,,,,,,,,,,
湊保育園,湊保育園,福井市,公立,,,,認可保育所,保育所,福井市光陽1丁目9-8,,36.067532,136.203643,,0776-22-0061,,,,,,,,,,,,,,,,,,,,,,,,,,
西藤島保育園,西藤島保育園,福井市,公立,,,,認可保育所,保育所,福井市三郎丸1丁目1414,,36.0795,136.193939,,0776-22-8851,,,,,,,,,,,,,,,,,,,,,,,,,,
御幸保育園,御幸保育園,福井市,公立,,,,認可保育所,保育所,福井市御幸2丁目7-29,,36.057134,136.230507,,0776-22-0062,,,,,,,,,,,,,,,,,,,,,,,,,,
社保育園,社保育園,福井市,公立,,,,認可保育所,保育所,福井市種池1丁目811,,36.035267,136.191488,,0776-36-0065,,,,,,,,,,,,,,,,,,,,,,,,,,
花堂保育園,花堂保育園,福井市,公立,,,,認可保育所,保育所,福井市花堂北2丁目23-25,,36.040028,136.210676,,,,,,,,,,,,,,,,,,,,,,,,,,,,
河合保育園,河合保育園,福井市,公立,,,,認可保育所,保育所,福井市山室町10-7,,36.118751,136.193053,,0776-55-0109,,,,,,,,,,,,,,,,,,,,,,,,,,
清明保育園,清明保育園,福井市,公立,,,,認可保育所,保育所,福井市江端町32-67,,36.027746,136.210223,,0776-38-2633,,,,,,,,,,,,,,,,,,,,,,,,,,
西安居保育園,西安居保育園,福井市,公立,,,,認可保育所,保育所,福井市本堂町8-31-1,,36.059799,136.135056,,0776-37-1231,,,,,,,,,,,,,,,,,,,,,,,,,,
松本保育園,松本保育園,福井市,公立,,,,認可保育所,保育所,福井市幾久町7-17,,36.081298,136.226307,,0776-22-0068,,,,,,,,,,,,,,,,,,,,,,,,,,
